# 
# -- Phylter v. 0.9 -- 
# Thu Feb  3 23:38:24 2022
# 
# 
# 
# PARAMETERS
# 
# bvalue=0
# distance=patristic
# k=4
# Norm=TRUE
# test.island=TRUE
# verbose=TRUE
# stop.criteria=1e-05
# 
# SUMMARY
# 
# Total number of outliers detected: 1916
# Number of complete gene outliers : 3
# Number of complete species outliers : 0
# Initial score of the compromise: 0.784132117504409
# Final score of the compromise: 0.819240577302143
# Gain: 3.51% 
# Loss (data filtering): 0.3% 
# Outlier gene(s) detected: ENSG00000159251_ACTC1;ENSG00000178363_CALML3;ENSG00000204007_GLT6D1
# 
# OUTLIERS (contains complete outliers)
# 
# Genes	Species
ENSG00000146670_CDCA5	Nasua_narica
ENSG00000147036_LANCL3	Gulo_gulo
ENSG00000147036_LANCL3	Pteronura_brasiliensis
ENSG00000147118_ZNF182	Crocuta_Crocuta
ENSG00000147118_ZNF182	Bassariscus_sumichrasti
ENSG00000147789_ZNF7	Lutra_lutra
ENSG00000148082_SHC3	Crocuta_Crocuta
ENSG00000148110_MFSD14B	Neovison_vison
ENSG00000148156_ACTL7B	Vulpes_vulpes
ENSG00000148180_GSN	Lycaon_pictus
ENSG00000148291_SURF2	Lynx_pardinus
ENSG00000148606_POLR3A	Paradoxurus_hermaphroditus
ENSG00000148606_POLR3A	Panthera_leo
ENSG00000148606_POLR3A	Taxidea_taxus
ENSG00000148606_POLR3A	Ursus_americanus
ENSG00000148660_CAMK2G	Panthera_leo
ENSG00000149273_RPS3	Felis_catus
ENSG00000149357_LAMTOR1	Arctocephalus_gazella
ENSG00000149716_ORAOV1	Felis_catus
ENSG00000150401_DCUN1D2	Felis_catus
ENSG00000150401_DCUN1D2	Mustela_putorius
ENSG00000150401_DCUN1D2	Ailuropoda_melanoleuca
ENSG00000150401_DCUN1D2	Ursus_arctos
ENSG00000150401_DCUN1D2	Canis_familiaris
ENSG00000150787_PTS	Lynx_pardinus
ENSG00000150893_FREM2	Lutra_lutra
ENSG00000150907_FOXO1	Manis_javanica
ENSG00000151413_NUBPL	Bassariscus_sumichrasti
ENSG00000151418_ATP6V1G3	Manis_javanica
ENSG00000151418_ATP6V1G3	Cryptoprocta_ferox
ENSG00000151418_ATP6V1G3	Procyon_lotor
ENSG00000151726_ACSL1	Prionailurus_bengalensis
ENSG00000151726_ACSL1	Manis_javanica
ENSG00000151726_ACSL1	Gulo_gulo
ENSG00000151726_ACSL1	Ursus_maritimus
ENSG00000151743_AMN1	Manis_javanica
ENSG00000151882_CCL28	Ailurus_fulgens
ENSG00000152219_ARL14EP	Gulo_gulo
ENSG00000152219_ARL14EP	Arctocephalus_gazella
ENSG00000152670_DDX4	Mellivora_capensis
ENSG00000152670_DDX4	Spilogale_gracilis
ENSG00000152670_DDX4	Arctocephalus_gazella
ENSG00000152700_SAR1B	Felis_catus
ENSG00000152700_SAR1B	Mustela_putorius
ENSG00000152700_SAR1B	Ailuropoda_melanoleuca
ENSG00000152700_SAR1B	Canis_familiaris
ENSG00000153002_CPB1	Gulo_gulo
ENSG00000153187_HNRNPU	Arctocephalus_gazella
ENSG00000153214_TMEM87B	Taxidea_taxus
ENSG00000153214_TMEM87B	Phoca_vitulina
ENSG00000153443_UBALD1	Panthera_tigris
ENSG00000153443_UBALD1	Puma_concolor
ENSG00000153443_UBALD1	Lutra_lutra
ENSG00000153443_UBALD1	Ursus_maritimus
ENSG00000153443_UBALD1	Potos_flavus
ENSG00000153443_UBALD1	Mirounga_angustirostris
ENSG00000154118_JPH3	Paradoxurus_hermaphroditus
ENSG00000154165_GPR15	Otocyon_megalotis
ENSG00000154305_MIA3	Hyaena_hyaena
ENSG00000154380_ENAH	Ursus_thibetanus
ENSG00000154380_ENAH	Lycaon_pictus
ENSG00000154832_CXXC1	Bassariscus_sumichrasti
ENSG00000155366_RHOC	Gulo_gulo
ENSG00000155368_DBI	Potos_flavus
ENSG00000155729_KCTD18	Canis_familiaris
ENSG00000156222_SLC28A1	Hyaena_hyaena
ENSG00000157111_TMEM171	Lycaon_pictus
ENSG00000157219_HTR5A	Enhydra_lutris
ENSG00000157219_HTR5A	Crocuta_Crocuta
ENSG00000157219_HTR5A	Mungos_mungo
ENSG00000157219_HTR5A	Gulo_gulo
ENSG00000157219_HTR5A	Procyon_lotor
ENSG00000157600_TMEM164	Arctocephalus_gazella
ENSG00000157827_FMNL2	Panthera_pardus
ENSG00000158077_NLRP14	Leptonychotes_weddellii
ENSG00000158089_GALNT14	Taxidea_taxus
ENSG00000158163_DZIP1L	Vulpes_vulpes
ENSG00000158321_AUTS2	Ursus_thibetanus
ENSG00000158604_TMED4	Leptonychotes_weddellii
ENSG00000158691_ZSCAN12	Proteles_cristatus
ENSG00000158815_FGF17	Manis_javanica
ENSG00000159210_SNF8	Taxidea_taxus
ENSG00000159231_CBR3	Mellivora_capensis
ENSG00000159231_CBR3	Procyon_lotor
ENSG00000159337_PLA2G4D	Gulo_gulo
ENSG00000159337_PLA2G4D	Bassariscus_sumichrasti
ENSG00000159388_BTG2	Paradoxurus_hermaphroditus
ENSG00000159388_BTG2	Lycaon_pictus
ENSG00000159398_CES5A	Ursus_thibetanus
ENSG00000159398_CES5A	Otocyon_megalotis
ENSG00000159409_CELF3	Spilogale_gracilis
ENSG00000159409_CELF3	Arctocephalus_gazella
ENSG00000159479_MED8	Arctocephalus_gazella
ENSG00000159714_ZDHHC1	Taxidea_taxus
ENSG00000160307_S100B	Lycaon_pictus
ENSG00000160539_PLPP7	Paradoxurus_hermaphroditus
ENSG00000160551_TAOK1	Mungos_mungo
ENSG00000160563_MED27	Mungos_mungo
ENSG00000160691_SHC1	Lynx_pardinus
ENSG00000160917_CPSF4	Crocuta_Crocuta
ENSG00000160973_FOXH1	Acinonyx_jubatus
ENSG00000161298_ZNF382	Neofelis_nebulosa
ENSG00000161849_KRT84	Ailurus_fulgens
ENSG00000161849_KRT84	Panthera_leo
ENSG00000161850_KRT82	Panthera_onca
ENSG00000161850_KRT82	Procyon_lotor
ENSG00000161960_EIF4A1	Leptonychotes_weddellii
ENSG00000162040_HS3ST6	Ursus_maritimus
ENSG00000162105_SHANK2	Taxidea_taxus
ENSG00000162105_SHANK2	Ursus_americanus
ENSG00000162105_SHANK2	Phoca_vitulina
ENSG00000162231_NXF1	Enhydra_lutris
ENSG00000162402_USP24	Ursus_arctos
ENSG00000162402_USP24	Crocuta_Crocuta
ENSG00000162402_USP24	Mungos_mungo
ENSG00000162402_USP24	Prionailurus_bengalensis
ENSG00000162402_USP24	Panthera_onca
ENSG00000162402_USP24	Taxidea_taxus
ENSG00000162402_USP24	Lutra_lutra
ENSG00000162402_USP24	Vulpes_vulpes
ENSG00000162402_USP24	Phoca_vitulina
ENSG00000162438_CTRC	Arctocephalus_gazella
ENSG00000162551_ALPL	Gulo_gulo
ENSG00000162711_NLRP3	Lycaon_pictus
ENSG00000162771_FAM71A	Gulo_gulo
ENSG00000162783_IER5	Manis_javanica
ENSG00000162999_DUSP19	Lycaon_pictus
ENSG00000163053_SLC16A14	Canis_familiaris
ENSG00000163082_SGPP2	Canis_familiaris
ENSG00000163472_TMEM79	Canis_familiaris
ENSG00000163472_TMEM79	Otocyon_megalotis
ENSG00000163520_FBLN2	Arctocephalus_gazella
ENSG00000163623_NKX6-1	Lutra_lutra
ENSG00000163629_PTPN13	Paradoxurus_hermaphroditus
ENSG00000163629_PTPN13	Ailurus_fulgens
ENSG00000163736_PPBP	Pteronura_brasiliensis
ENSG00000163754_GYG1	Prionailurus_bengalensis
ENSG00000163754_GYG1	Arctocephalus_gazella
ENSG00000163874_ZC3H12A	Lycaon_pictus
ENSG00000164050_PLXNB1	Manis_javanica
ENSG00000164104_HMGB2	Manis_javanica
ENSG00000164167_LSM6	Taxidea_taxus
ENSG00000164167_LSM6	Procyon_lotor
ENSG00000164325_TMEM174	Lycaon_pictus
ENSG00000164484_TMEM200A	Vulpes_vulpes
ENSG00000164484_TMEM200A	Lycaon_pictus
ENSG00000164684_ZNF704	Paradoxurus_hermaphroditus
ENSG00000164690_SHH	Lynx_pardinus
ENSG00000164690_SHH	Puma_concolor
ENSG00000164690_SHH	Ailurus_fulgens
ENSG00000164867_NOS3	Manis_javanica
ENSG00000165023_DIRAS2	Arctocephalus_gazella
ENSG00000165474_GJB2	Ursus_americanus
ENSG00000165474_GJB2	Procyon_lotor
ENSG00000165474_GJB2	Arctocephalus_gazella
ENSG00000165512_ZNF22	Mellivora_capensis
ENSG00000165512_ZNF22	Phoca_vitulina
ENSG00000165688_PMPCA	Lynx_canadensis
ENSG00000165732_DDX21	Spilogale_gracilis
ENSG00000165792_METTL17	Lycaon_pictus
ENSG00000165804_ZNF219	Canis_familiaris
ENSG00000165804_ZNF219	Otocyon_megalotis
ENSG00000165821_SALL2	Canis_familiaris
ENSG00000165966_PDZRN4	Manis_javanica
ENSG00000166069_TMCO5A	Prionailurus_bengalensis
ENSG00000166169_POLL	Arctocephalus_gazella
ENSG00000166289_PLEKHF1	Panthera_tigris
ENSG00000166289_PLEKHF1	Acinonyx_jubatus
ENSG00000166289_PLEKHF1	Ursus_maritimus
ENSG00000166289_PLEKHF1	Lycaon_pictus
ENSG00000166326_TRIM44	Canis_familiaris
ENSG00000166349_RAG1	Lycaon_pictus
ENSG00000166446_CDYL2	Proteles_septentrionalis
ENSG00000166446_CDYL2	Mungos_mungo
ENSG00000166446_CDYL2	Ursus_thibetanus
ENSG00000166446_CDYL2	Procyon_lotor
ENSG00000166446_CDYL2	Arctocephalus_gazella
ENSG00000166510_CCDC68	Taxidea_taxus
ENSG00000166529_ZSCAN21	Phoca_vitulina
ENSG00000166676_TVP23A	Panthera_tigris
ENSG00000166676_TVP23A	Ursus_maritimus
ENSG00000166676_TVP23A	Arctocephalus_gazella
ENSG00000166681_BEX3	Crocuta_Crocuta
ENSG00000166704_ZNF606	Bassariscus_sumichrasti
ENSG00000166704_ZNF606	Lycaon_pictus
ENSG00000166801_FAM111A	Mungos_mungo
ENSG00000166839_ANKDD1A	Manis_javanica
ENSG00000166856_GPR182	Vulpes_vulpes
ENSG00000166862_CACNG2	Arctocephalus_gazella
ENSG00000166913_YWHAB	Neofelis_nebulosa
ENSG00000166928_MS4A14	Acinonyx_jubatus
ENSG00000166928_MS4A14	Taxidea_taxus
ENSG00000166928_MS4A14	Neovison_vison
ENSG00000166928_MS4A14	Ailurus_fulgens
ENSG00000166928_MS4A14	Arctocephalus_gazella
ENSG00000166961_MS4A15	Paradoxurus_hermaphroditus
ENSG00000166961_MS4A15	Panthera_tigris
ENSG00000166961_MS4A15	Puma_concolor
ENSG00000166961_MS4A15	Taxidea_taxus
ENSG00000167291_TBC1D16	Odobenus_rosmarus
ENSG00000167384_ZNF180	Crocuta_Crocuta
ENSG00000167384_ZNF180	Panthera_leo
ENSG00000167384_ZNF180	Lynx_canadensis
ENSG00000167384_ZNF180	Mellivora_capensis
ENSG00000167384_ZNF180	Lutra_lutra
ENSG00000167395_ZNF646	Arctocephalus_gazella
ENSG00000167508_MVD	Manis_javanica
ENSG00000167641_PPP1R14A	Taxidea_taxus
ENSG00000167641_PPP1R14A	Arctocephalus_gazella
ENSG00000167657_DAPK3	Puma_concolor
ENSG00000167671_UBXN6	Acinonyx_jubatus
ENSG00000167695_FAM57A	Panthera_pardus
ENSG00000167695_FAM57A	Arctocephalus_gazella
ENSG00000167759_KLK13	Mungos_mungo
ENSG00000167771_RCOR2	Crocuta_Crocuta
ENSG00000167771_RCOR2	Puma_concolor
ENSG00000167785_ZNF558	Panthera_leo
ENSG00000167916_KRT24	Crocuta_Crocuta
ENSG00000167972_ABCA3	Potos_flavus
ENSG00000168101_NUDT16L1	Lynx_pardinus
ENSG00000168101_NUDT16L1	Panthera_tigris
ENSG00000168101_NUDT16L1	Acinonyx_jubatus
ENSG00000168101_NUDT16L1	Lutra_lutra
ENSG00000168101_NUDT16L1	Potos_flavus
ENSG00000168101_NUDT16L1	Mirounga_angustirostris
ENSG00000168118_RAB4A	Gulo_gulo
ENSG00000168118_RAB4A	Spilogale_gracilis
ENSG00000168118_RAB4A	Procyon_lotor
ENSG00000168158_OR2C1	Mirounga_angustirostris
ENSG00000168268_NT5DC2	Acinonyx_jubatus
ENSG00000168268_NT5DC2	Ursus_maritimus
ENSG00000168397_ATG4B	Cryptoprocta_ferox
ENSG00000168397_ATG4B	Mungos_mungo
ENSG00000168556_ING2	Acinonyx_jubatus
ENSG00000168779_SHOX2	Procyon_lotor
ENSG00000168779_SHOX2	Puma_concolor
ENSG00000169085_C8orf46	Gulo_gulo
ENSG00000169131_ZNF354A	Lycaon_pictus
ENSG00000169169_CPT1C	Acinonyx_jubatus
ENSG00000169181_GSG1L	Spilogale_gracilis
ENSG00000169181_GSG1L	Prionailurus_bengalensis
ENSG00000169181_GSG1L	Taxidea_taxus
ENSG00000169181_GSG1L	Arctocephalus_gazella
ENSG00000169359_SLC33A1	Otocyon_megalotis
ENSG00000169379_ARL13B	Gulo_gulo
ENSG00000169379_ARL13B	Neovison_vison
ENSG00000169379_ARL13B	Nasua_narica
ENSG00000169564_PCBP1	Arctocephalus_gazella
ENSG00000169860_P2RY1	Otocyon_megalotis
ENSG00000170142_UBE2E1	Lycaon_pictus
ENSG00000170142_UBE2E1	Vulpes_vulpes
ENSG00000170145_SIK2	Helogale_parvula
ENSG00000170145_SIK2	Bassariscus_sumichrasti
ENSG00000170209_ANKK1	Mustela_putorius
ENSG00000170209_ANKK1	Enhydra_lutris
ENSG00000170396_ZNF804A	Vulpes_vulpes
ENSG00000170439_METTL7B	Taxidea_taxus
ENSG00000170439_METTL7B	Nasua_narica
ENSG00000170439_METTL7B	Arctocephalus_gazella
ENSG00000170502_NUDT9	Paradoxurus_hermaphroditus
ENSG00000170509_HSD17B13	Taxidea_taxus
ENSG00000170509_HSD17B13	Mirounga_angustirostris
ENSG00000170509_HSD17B13	Leptonychotes_weddellii
ENSG00000170615_SLC26A5	Arctocephalus_gazella
ENSG00000170807_LMOD2	Canis_familiaris
ENSG00000170807_LMOD2	Otocyon_megalotis
ENSG00000171054_OR13H1	Canis_familiaris
ENSG00000171121_KCNMB3	Odobenus_rosmarus
ENSG00000171121_KCNMB3	Gulo_gulo
ENSG00000171121_KCNMB3	Phoca_vitulina
ENSG00000171121_KCNMB3	Leptonychotes_weddellii
ENSG00000171161_ZNF672	Panthera_leo
ENSG00000171222_SCAND1	Panthera_tigris
ENSG00000171222_SCAND1	Acinonyx_jubatus
ENSG00000171222_SCAND1	Ursus_maritimus
ENSG00000171530_TBCA	Neomonachus_schauinslandi
ENSG00000171617_ENC1	Lycaon_pictus
ENSG00000171617_ENC1	Otocyon_megalotis
ENSG00000172037_LAMB2	Taxidea_taxus
ENSG00000172199_OR8U1	Neofelis_nebulosa
ENSG00000172199_OR8U1	Bassariscus_sumichrasti
ENSG00000172199_OR8U1	Zalophus_californianus
ENSG00000172466_ZNF24	Panthera_tigris
ENSG00000172466_ZNF24	Ursus_maritimus
ENSG00000172466_ZNF24	Neomonachus_schauinslandi
ENSG00000172466_ZNF24	Manis_javanica
ENSG00000172466_ZNF24	Prionailurus_bengalensis
ENSG00000172466_ZNF24	Panthera_onca
ENSG00000172466_ZNF24	Felis_catus
ENSG00000172466_ZNF24	Acinonyx_jubatus
ENSG00000172466_ZNF24	Mellivora_capensis
ENSG00000172466_ZNF24	Mustela_putorius
ENSG00000172466_ZNF24	Procyon_lotor
ENSG00000172466_ZNF24	Canis_familiaris
ENSG00000172466_ZNF24	Odobenus_rosmarus
ENSG00000172794_RAB37	Neofelis_nebulosa
ENSG00000172794_RAB37	Panthera_pardus
ENSG00000172922_RNASEH2C	Manis_javanica
ENSG00000173083_HPSE	Gulo_gulo
ENSG00000173193_PARP14	Panthera_onca
ENSG00000173221_GLRX	Canis_familiaris
ENSG00000173221_GLRX	Otocyon_megalotis
ENSG00000173239_LIPM	Bassariscus_sumichrasti
ENSG00000173402_DAG1	Manis_javanica
ENSG00000173409_ARV1	Felis_catus
ENSG00000173452_TMEM196	Enhydra_lutris
ENSG00000173726_TOMM20	Potos_flavus
ENSG00000173786_CNP	Manis_javanica
ENSG00000173786_CNP	Arctocephalus_gazella
ENSG00000174004_NRROS	Lycaon_pictus
ENSG00000174004_NRROS	Otocyon_megalotis
ENSG00000174099_MSRB3	Hyaena_hyaena
ENSG00000174099_MSRB3	Paradoxurus_hermaphroditus
ENSG00000174099_MSRB3	Nasua_narica
ENSG00000174099_MSRB3	Procyon_lotor
ENSG00000174132_FAM174A	Otocyon_megalotis
ENSG00000174136_RGMB	Otocyon_megalotis
ENSG00000174417_TRHR	Gulo_gulo
ENSG00000174718_KIAA1551	Manis_javanica
ENSG00000175130_MARCKSL1	Arctocephalus_gazella
ENSG00000175155_YPEL2	Ursus_maritimus
ENSG00000175155_YPEL2	Leptonychotes_weddellii
ENSG00000175183_CSRP2	Vulpes_vulpes
ENSG00000175352_NRIP3	Acinonyx_jubatus
ENSG00000175352_NRIP3	Ailurus_fulgens
ENSG00000175352_NRIP3	Bassariscus_sumichrasti
ENSG00000175390_EIF3F	Felis_catus
ENSG00000175535_PNLIP	Proteles_septentrionalis
ENSG00000175535_PNLIP	Ailurus_fulgens
ENSG00000175535_PNLIP	Lycaon_pictus
ENSG00000175535_PNLIP	Vulpes_vulpes
ENSG00000175567_UCP2	Lutra_lutra
ENSG00000175591_P2RY2	Panthera_tigris
ENSG00000175591_P2RY2	Puma_concolor
ENSG00000175591_P2RY2	Ursus_maritimus
ENSG00000175600_SUGCT	Ursus_thibetanus
ENSG00000175766_EIF4E1B	Leptonychotes_weddellii
ENSG00000175787_ZNF169	Panthera_onca
ENSG00000175806_MSRA	Bassariscus_sumichrasti
ENSG00000176371_ZSCAN2	Taxidea_taxus
ENSG00000176371_ZSCAN2	Spilogale_gracilis
ENSG00000176540_OR4C5	Lynx_pardinus
ENSG00000176774_MAGEB18	Crocuta_Crocuta
ENSG00000176903_PNMA1	Lynx_pardinus
ENSG00000177105_RHOG	Mellivora_capensis
ENSG00000177105_RHOG	Pteronura_brasiliensis
ENSG00000177105_RHOG	Lutra_lutra
ENSG00000177565_TBL1XR1	Hyaena_hyaena
ENSG00000177565_TBL1XR1	Taxidea_taxus
ENSG00000177565_TBL1XR1	Leptonychotes_weddellii
ENSG00000177575_CD163	Gulo_gulo
ENSG00000177613_CSTF2T	Canis_familiaris
ENSG00000177613_CSTF2T	Otocyon_megalotis
ENSG00000177932_ZNF354C	Lynx_canadensis
ENSG00000177932_ZNF354C	Gulo_gulo
ENSG00000177932_ZNF354C	Callorhinus_ursinus
ENSG00000177994_C2orf73	Manis_javanica
ENSG00000178338_ZNF354B	Panthera_leo
ENSG00000178338_ZNF354B	Vulpes_vulpes
ENSG00000178445_GLDC	Bassariscus_sumichrasti
ENSG00000178913_TAF7	Arctocephalus_gazella
ENSG00000179023_KLHDC7A	Acinonyx_jubatus
ENSG00000179023_KLHDC7A	Panthera_tigris
ENSG00000179023_KLHDC7A	Arctocephalus_gazella
ENSG00000179195_ZNF664	Prionailurus_bengalensis
ENSG00000179222_MAGED1	Puma_concolor
ENSG00000179292_TMEM151A	Puma_concolor
ENSG00000179295_PTPN11	Manis_javanica
ENSG00000179477_ALOX12B	Puma_concolor
ENSG00000179604_CDC42EP4	Arctocephalus_gazella
ENSG00000179965_ZNF771	Paradoxurus_hermaphroditus
ENSG00000179965_ZNF771	Neomonachus_schauinslandi
ENSG00000179965_ZNF771	Manis_javanica
ENSG00000179965_ZNF771	Panthera_pardus
ENSG00000179965_ZNF771	Enhydra_lutris
ENSG00000179965_ZNF771	Ailurus_fulgens
ENSG00000179965_ZNF771	Canis_familiaris
ENSG00000179965_ZNF771	Odobenus_rosmarus
ENSG00000179981_TSHZ1	Lutra_lutra
ENSG00000180530_NRIP1	Otocyon_megalotis
ENSG00000180535_BHLHA15	Manis_javanica
ENSG00000180543_TSPYL5	Lycaon_pictus
ENSG00000181007_ZFP82	Prionailurus_bengalensis
ENSG00000181631_P2RY13	Arctocephalus_gazella
ENSG00000181785_OR5AS1	Bassariscus_sumichrasti
ENSG00000181785_OR5AS1	Arctocephalus_gazella
ENSG00000181785_OR5AS1	Phoca_vitulina
ENSG00000181894_ZNF329	Hyaena_hyaena
ENSG00000181894_ZNF329	Ursus_thibetanus
ENSG00000181958_OR4A15	Prionailurus_bengalensis
ENSG00000181958_OR4A15	Panthera_onca
ENSG00000182195_LDOC1	Acinonyx_jubatus
ENSG00000182247_UBE2E2	Felis_catus
ENSG00000182263_FIGN	Canis_familiaris
ENSG00000182521_TBPL2	Procyon_lotor
ENSG00000182831_C16orf72	Gulo_gulo
ENSG00000182831_C16orf72	Lynx_pardinus
ENSG00000183396_TMEM89	Manis_javanica
ENSG00000183479_TREX2	Acinonyx_jubatus
ENSG00000183479_TREX2	Ursus_maritimus
ENSG00000183625_CCR3	Gulo_gulo
ENSG00000183662_FAM19A1	Neomonachus_schauinslandi
ENSG00000183726_TMEM50A	Panthera_onca
ENSG00000183729_NPBWR1	Lynx_pardinus
ENSG00000183729_NPBWR1	Panthera_tigris
ENSG00000183729_NPBWR1	Acinonyx_jubatus
ENSG00000183733_FIGLA	Lycaon_pictus
ENSG00000183918_SH2D1A	Neofelis_nebulosa
ENSG00000183918_SH2D1A	Taxidea_taxus
ENSG00000184207_PGP	Puma_concolor
ENSG00000184207_PGP	Panthera_tigris
ENSG00000184207_PGP	Taxidea_taxus
ENSG00000184226_PCDH9	Arctocephalus_gazella
ENSG00000184517_ZFP1	Prionailurus_bengalensis
ENSG00000184672_RALYL	Taxidea_taxus
ENSG00000184939_ZFP90	Mungos_mungo
ENSG00000184995_IFNE	Arctocephalus_gazella
ENSG00000185088_RPS27L	Canis_familiaris
ENSG00000185105_MYADML2	Acinonyx_jubatus
ENSG00000185105_MYADML2	Neofelis_nebulosa
ENSG00000185112_FAM43A	Lycaon_pictus
ENSG00000185271_KLHL33	Otocyon_megalotis
ENSG00000185272_RBM11	Cryptoprocta_ferox
ENSG00000185272_RBM11	Gulo_gulo
ENSG00000185272_RBM11	Nasua_narica
ENSG00000185324_CDK10	Paradoxurus_hermaphroditus
ENSG00000185324_CDK10	Gulo_gulo
ENSG00000185324_CDK10	Arctocephalus_gazella
ENSG00000185352_HS6ST3	Taxidea_taxus
ENSG00000185467_KPNA7	Cryptoprocta_ferox
ENSG00000185467_KPNA7	Taxidea_taxus
ENSG00000185467_KPNA7	Ursus_maritimus
ENSG00000185668_POU3F1	Suricata_suricatta
ENSG00000185800_DMWD	Panthera_tigris
ENSG00000185818_NAT8L	Acinonyx_jubatus
ENSG00000185818_NAT8L	Lynx_pardinus
ENSG00000185818_NAT8L	Panthera_tigris
ENSG00000185818_NAT8L	Ursus_americanus
ENSG00000185982_DEFB128	Mellivora_capensis
ENSG00000185982_DEFB128	Pteronura_brasiliensis
ENSG00000185982_DEFB128	Ursus_maritimus
ENSG00000186001_LRCH3	Otocyon_megalotis
ENSG00000186001_LRCH3	Cryptoprocta_ferox
ENSG00000186001_LRCH3	Taxidea_taxus
ENSG00000186001_LRCH3	Ursus_thibetanus
ENSG00000186132_C2orf76	Felis_catus
ENSG00000186298_PPP1CC	Arctocephalus_gazella
ENSG00000186314_PRELID2	Manis_javanica
ENSG00000186529_CYP4F3	Lynx_pardinus
ENSG00000186812_ZNF397	Crocuta_Crocuta
ENSG00000186812_ZNF397	Mellivora_capensis
ENSG00000186812_ZNF397	Pteronura_brasiliensis
ENSG00000186812_ZNF397	Ursus_arctos
ENSG00000186970_KRTAP15-1	Crocuta_Crocuta
ENSG00000187017_ESPN	Neovison_vison
ENSG00000187017_ESPN	Ursus_maritimus
ENSG00000187021_PNLIPRP1	Arctocephalus_gazella
ENSG00000187054_TMPRSS11A	Leptonychotes_weddellii
ENSG00000187189_TSPYL4	Otocyon_megalotis
ENSG00000187672_ERC2	Acinonyx_jubatus
ENSG00000187773_FAM69C	Manis_javanica
ENSG00000187840_EIF4EBP1	Puma_concolor
ENSG00000187855_ASCL4	Otocyon_megalotis
ENSG00000188340_OR6N2	Arctocephalus_gazella
ENSG00000188643_S100A16	Ailurus_fulgens
ENSG00000188771_PLET1	Manis_javanica
ENSG00000188833_ENTPD8	Mungos_mungo
ENSG00000188833_ENTPD8	Procyon_lotor
ENSG00000188984_NT.fastaDACL3	Taxidea_taxus
ENSG00000189099_PRSS48	Leptonychotes_weddellii
ENSG00000189099_PRSS48	Felis_catus
ENSG00000189184_PCDH18	Otocyon_megalotis
ENSG00000189241_TSPYL1	Vulpes_vulpes
ENSG00000189280_GJB5	Lycaon_pictus
ENSG00000189299_FOXR2	Manis_javanica
ENSG00000189420_ZFP92	Otocyon_megalotis
ENSG00000196248_OR10S1	Mellivora_capensis
ENSG00000196405_EVL	Ursus_americanus
ENSG00000196433_ASMT	Manis_javanica
ENSG00000196433_ASMT	Spilogale_gracilis
ENSG00000196433_ASMT	Nasua_narica
ENSG00000196581_AJAP1	Panthera_tigris
ENSG00000196591_HDAC2	Hyaena_hyaena
ENSG00000196591_HDAC2	Helogale_parvula
ENSG00000196591_HDAC2	Ursus_americanus
ENSG00000196867_ZFP28	Neofelis_nebulosa
ENSG00000196914_ARHGEF12	Ailurus_fulgens
ENSG00000196917_HCAR1	Arctocephalus_gazella
ENSG00000197079_KRT35	Arctocephalus_gazella
ENSG00000197323_TRIM33	Neovison_vison
ENSG00000197323_TRIM33	Procyon_lotor
ENSG00000197444_OGDHL	Mungos_mungo
ENSG00000197444_OGDHL	Prionailurus_bengalensis
ENSG00000197444_OGDHL	Taxidea_taxus
ENSG00000197444_OGDHL	Potos_flavus
ENSG00000197444_OGDHL	Arctocephalus_gazella
ENSG00000197576_HOXA4	Helogale_parvula
ENSG00000197586_ENTPD6	Manis_javanica
ENSG00000197724_PHF2	Neomonachus_schauinslandi
ENSG00000197724_PHF2	Paradoxurus_hermaphroditus
ENSG00000197724_PHF2	Taxidea_taxus
ENSG00000197790_OR52M1	Gulo_gulo
ENSG00000197891_SLC22A12	Puma_concolor
ENSG00000197891_SLC22A12	Gulo_gulo
ENSG00000198018_ENTPD7	Paradoxurus_hermaphroditus
ENSG00000198018_ENTPD7	Spilogale_gracilis
ENSG00000198018_ENTPD7	Bassariscus_sumichrasti
ENSG00000198283_OR5B21	Neofelis_nebulosa
ENSG00000198301_SDAD1	Ailuropoda_melanoleuca
ENSG00000198420_TCAF1	Panthera_leo
ENSG00000198440_ZNF583	Lutra_lutra
ENSG00000198440_ZNF583	Neofelis_nebulosa
ENSG00000198440_ZNF583	Spilogale_gracilis
ENSG00000198440_ZNF583	Lycaon_pictus
ENSG00000198467_TPM2	Arctocephalus_gazella
ENSG00000198478_SH3BGRL2	Manis_javanica
ENSG00000198515_CNGA1	Gulo_gulo
ENSG00000198515_CNGA1	Arctocephalus_gazella
ENSG00000198742_SMURF1	Arctocephalus_gazella
ENSG00000198742_SMURF1	Leptonychotes_weddellii
ENSG00000198812_LRRC10	Lycaon_pictus
ENSG00000198854_C1orf68	Spilogale_gracilis
ENSG00000198890_PRMT6	Lycaon_pictus
ENSG00000198925_ATG9A	Arctocephalus_gazella
ENSG00000198948_MFAP3L	Manis_javanica
ENSG00000203797_DDO	Vulpes_vulpes
ENSG00000204007_GLT6D1	Ailuropoda_melanoleuca
ENSG00000204007_GLT6D1	Manis_javanica
ENSG00000204007_GLT6D1	Suricata_suricatta
ENSG00000204007_GLT6D1	Mungos_mungo
ENSG00000204007_GLT6D1	Felis_catus
ENSG00000204007_GLT6D1	Taxidea_taxus
ENSG00000204007_GLT6D1	Neovison_vison
ENSG00000204007_GLT6D1	Ursus_americanus
ENSG00000204007_GLT6D1	Potos_flavus
ENSG00000204007_GLT6D1	Canis_familiaris
